ID,Name_lang,Description_lang,MinLevel,MaxLevel,TypeID,Subtype,Faction,IconTextureFileID,RewardsBgTextureFileID,PopupBgTextureFileID,ExpansionLevel,MapID,DifficultyID,MinGear,Group_ID,Order_index,Required_player_condition_ID,Field_1_15_8_63829_017,Field_1_15_8_63829_018,Field_1_15_8_63829_019,Random_ID,ScenarioID,FinalEncounterID,Count_tank,Count_healer,Count_damage,Min_count_tank,Min_count_healer,Min_count_damage,Max_premade_count_tank,Max_premade_count_healer,Max_premade_count_damage,Bonus_reputation_amount,Field_5_5_4_67090_033,Field_5_5_4_67090_034,Flags_0,Flags_1
241,艾卓-尼鲁布,,80,83,1,1,-1,237593,0,0,2,601,2,180,5,0,0,80,80,83,262,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
242,乌特加德城堡,,80,83,1,1,-1,237605,0,0,2,574,2,180,5,0,0,80,80,83,262,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
243,奥杜尔,,80,83,2,2,-1,304468,0,0,2,603,3,108,8,0,0,80,80,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,奥杜尔,,80,83,2,2,-1,304468,0,0,2,603,4,108,9,0,0,80,80,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,冠军的试炼,,80,80,1,1,-1,311220,0,0,2,650,1,0,4,0,98125,80,80,80,261,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,0
246,十字军的试炼,,80,83,2,2,-1,311221,0,0,2,649,3,116,8,0,0,80,80,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,大十字军的试炼,,80,83,2,2,-1,311221,0,0,2,649,5,130,8,0,0,80,80,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,十字军的试炼,,80,83,2,2,-1,311221,0,0,2,649,4,138,9,0,0,80,80,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,冠军的试炼,,80,83,1,1,-1,311220,0,0,2,650,2,180,5,0,98125,80,80,83,262,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
250,大十字军的试炼,,80,83,2,2,-1,311221,0,0,2,649,6,147,9,0,0,80,80,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,灵魂洪炉,,80,80,1,1,-1,336392,0,0,2,632,1,75,4,0,98129,80,80,80,261,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,0
252,灵魂洪炉,,80,83,1,1,-1,336392,0,0,2,632,2,180,5,0,98129,80,80,83,262,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
253,萨隆矿坑,,80,80,1,1,-1,336391,0,0,2,658,1,75,4,0,8989,80,80,80,261,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,0
254,萨隆矿坑,,80,83,1,1,-1,336391,0,0,2,658,2,180,5,0,8990,80,80,83,262,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
255,映像大厅,,80,80,1,1,-1,336389,0,0,2,668,1,75,4,0,8980,80,80,80,261,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,0
256,映像大厅,,80,83,1,1,-1,336389,0,0,2,668,2,180,5,0,8981,80,80,83,262,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
257,奥妮克希亚的巢穴,,80,83,2,2,-1,0,0,0,2,249,4,90,9,0,0,80,80,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,随机经典旧世地下城,,15,58,6,1,-1,0,0,0,0,-1,0,0,1,0,0,55,15,58,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
259,随机燃烧的远征地下城,,59,68,6,1,-1,0,0,0,1,-1,0,0,2,0,0,65,59,68,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
260,随机燃烧的远征英雄难度地下城,,70,73,6,1,-1,0,0,0,1,-1,0,0,3,0,0,70,70,73,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
261,随机巫妖王之怒地下城,,69,80,6,1,-1,0,0,0,2,-1,0,0,4,0,0,80,69,80,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
262,随机巫妖王之怒英雄地下城,,80,83,6,1,-1,0,0,0,2,-1,0,180,5,0,0,80,80,83,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
272,玛拉顿－紫色水晶入口,,41,49,1,1,-1,136345,0,0,0,349,1,0,1,0,0,43,41,49,258,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
273,玛拉顿－水池入口,,45,53,1,1,-1,136345,0,0,0,349,1,0,1,0,0,47,45,53,258,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
274,斯坦索姆－后门,,57,65,1,1,-1,136359,0,0,0,329,1,0,1,0,0,60,57,65,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
276,黑石深渊－上层区,,53,61,1,1,-1,136326,0,0,0,230,1,0,1,0,0,55,53,61,258,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0
279,冰冠堡垒,,80,83,2,2,-1,336390,0,0,2,631,3,138,8,0,0,80,80,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,冰冠堡垒,,80,83,2,2,-1,336390,0,0,2,631,4,147,9,0,0,80,80,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,无头骑士,在疯狂的无头骑士烧毁艾泽拉斯的每一座村庄之前击败他。,78,82,1,1,-1,368563,0,0,0,189,1,0,11,0,5218,80,78,82,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1073741839,0
286,冰霜之王埃霍恩,在冰霜之王埃霍恩将艾泽拉斯的夏日永久终结之前击败它。,78,82,1,1,-1,368565,0,0,1,547,1,0,11,0,9484,80,78,82,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,15,0
287,科林·烈酒,击败妒火中烧的科林·烈酒，阻止他对美酒节的疯狂破坏。,78,82,1,1,-1,368562,0,0,0,230,1,0,11,0,9485,80,78,82,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1073741839,0
288,皇冠药剂公司,在皇冠药剂公司那群阴险的亡灵药剂师散播他们最新研制出来的恐怖瘟疫之前击败他们。,78,82,1,1,-1,368564,0,0,0,33,1,0,11,0,9397,80,78,82,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,15,0
293,红玉圣殿,,80,83,2,2,-1,366689,0,0,2,724,3,138,8,0,0,80,80,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,红玉圣殿,,80,83,2,2,-1,366689,0,0,2,724,4,138,9,0,0,80,80,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2447,随机巫妖王之怒泰坦符文协议伽马,,80,83,6,1,-1,0,0,0,2,-1,0,210,174,100,110882,80,80,83,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,16384
2448,乌特加德城堡,,80,83,1,1,-1,237605,0,0,2,574,2,210,174,0,110882,80,80,83,2447,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
2449,净化斯坦索姆,,80,83,1,1,-1,136330,0,0,2,595,2,210,174,0,110882,80,80,83,2447,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
2450,魔枢,,80,83,1,1,-1,237602,0,0,2,576,2,210,174,0,110882,80,80,83,2447,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
2451,魔环,,80,83,1,1,-1,237603,0,0,2,578,2,210,174,0,110882,80,80,83,2447,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
2452,冠军的试炼,,80,83,1,1,-1,311220,0,0,2,650,2,210,174,0,110882,80,80,83,2447,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
2453,乌特加德之巅,,80,83,1,1,-1,237606,0,0,2,575,2,210,174,0,110882,80,80,83,2447,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
2454,紫罗兰监狱,,80,83,1,1,-1,237604,0,0,2,608,2,210,174,0,110882,80,80,83,2447,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
2455,安卡赫特：古代王国,,80,83,1,1,-1,237592,0,0,2,619,2,210,174,0,110882,80,80,83,2447,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
2456,艾卓-尼鲁布,,80,83,1,1,-1,237593,0,0,2,601,2,210,174,0,110882,80,80,83,2447,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
2457,达克萨隆要塞,,80,83,1,1,-1,237595,0,0,2,600,2,210,174,0,110882,80,80,83,2447,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
2458,古达克,,80,83,1,1,-1,237596,0,0,2,604,2,210,174,0,110882,80,80,83,2447,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
2459,闪电大厅,,80,83,1,1,-1,237598,0,0,2,602,2,210,174,0,110882,80,80,83,2447,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
2460,岩石大厅,,80,83,1,1,-1,237599,0,0,2,599,2,210,174,0,110882,80,80,83,2447,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
2461,映像大厅,,80,83,1,1,-1,336389,0,0,2,668,2,210,174,0,8981,80,80,83,2447,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,0
2462,萨隆矿坑,,80,83,1,1,-1,336391,0,0,2,658,2,210,174,0,8990,80,80,83,2447,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,0
2463,灵魂洪炉,,80,83,1,1,-1,336392,0,0,2,632,2,210,174,0,110882,80,80,83,2447,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
2470,随机巫妖王之怒泰坦符文协议贝塔,,80,83,6,1,-1,0,0,0,2,-1,0,200,175,0,110883,80,80,83,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,16384
2471,冠军的试炼,,80,83,1,1,-1,311220,0,0,2,650,2,200,175,0,110883,80,80,83,2470,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
2472,净化斯坦索姆,,80,83,1,1,-1,136330,0,0,2,595,2,200,175,0,110883,80,80,83,2470,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
2473,岩石大厅,,80,83,1,1,-1,237599,0,0,2,599,2,200,175,0,110883,80,80,83,2470,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
2474,乌特加德城堡,,80,83,1,1,-1,237605,0,0,2,574,2,200,175,0,110883,80,80,83,2470,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
2475,紫罗兰监狱,,80,83,1,1,-1,237604,0,0,2,608,2,200,175,0,110883,80,80,83,2470,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
2476,安卡赫特：古代王国,,80,83,1,1,-1,237592,0,0,2,619,2,200,175,0,110883,80,80,83,2470,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
2477,魔枢,,80,83,1,1,-1,237602,0,0,2,576,2,200,175,0,110883,80,80,83,2470,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
2478,古达克,,80,83,1,1,-1,237596,0,0,2,604,2,200,175,0,110883,80,80,83,2470,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
2479,乌特加德之巅,,80,83,1,1,-1,237606,0,0,2,575,2,200,175,0,110883,80,80,83,2470,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
2480,闪电大厅,,80,83,1,1,-1,237598,0,0,2,602,2,200,175,0,110883,80,80,83,2470,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
2481,达克萨隆要塞,,80,83,1,1,-1,237595,0,0,2,600,2,200,175,0,110883,80,80,83,2470,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
2482,魔环,,80,83,1,1,-1,237603,0,0,2,578,2,200,175,0,110883,80,80,83,2470,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
2483,艾卓-尼鲁布,,80,83,1,1,-1,237593,0,0,2,601,2,200,175,0,110883,80,80,83,2470,0,0,1,1,3,0,0,0,0,0,0,0,0,0,32771,16384
2485,随机巫妖王之怒泰坦符文协议阿尔法,,80,83,6,1,-1,0,0,0,2,-1,0,187,176,0,110885,80,80,83,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,16384
2486,安卡赫特：古代王国,,80,83,1,1,-1,237592,0,0,2,619,2,187,176,0,110885,80,80,83,2485,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,16384
2487,闪电大厅,,80,83,1,1,-1,237598,0,0,2,602,2,187,176,0,110885,80,80,83,2485,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,16384
2488,岩石大厅,,80,83,1,1,-1,237599,0,0,2,599,2,187,176,0,110885,80,80,83,2485,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,16384
2489,乌特加德之巅,,80,83,1,1,-1,237606,0,0,2,575,2,187,176,0,110885,80,80,83,2485,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,16384
2490,古达克,,80,83,1,1,-1,237596,0,0,2,604,2,187,176,0,110885,80,80,83,2485,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,16384
2491,乌特加德城堡,,80,83,1,1,-1,237605,0,0,2,574,2,187,176,0,110885,80,80,83,2485,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,16384
2492,魔枢,,80,83,1,1,-1,237602,0,0,2,576,2,187,176,0,110885,80,80,83,2485,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,16384
2493,净化斯坦索姆,,80,83,1,1,-1,136330,0,0,2,595,2,187,176,0,110885,80,80,83,2485,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,16384
2494,艾卓-尼鲁布,,80,83,1,1,-1,237593,0,0,2,601,2,187,176,0,110885,80,80,83,2485,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,16384
2495,紫罗兰监狱,,80,83,1,1,-1,237604,0,0,2,608,2,187,176,0,110885,80,80,83,2485,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,16384
2496,达克萨隆要塞,,80,83,1,1,-1,237595,0,0,2,600,2,187,176,0,110885,80,80,83,2485,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,16384
2497,魔环,,80,83,1,1,-1,237603,0,0,2,578,2,187,176,0,110885,80,80,83,2485,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,16384
