ID,Name_lang,SetFlags,RequiredSkill,RequiredSkillRank,ItemID_0,ItemID_1,ItemID_2,ItemID_3,ItemID_4,ItemID_5,ItemID_6,ItemID_7,ItemID_8,ItemID_9,ItemID_10,ItemID_11,ItemID_12,ItemID_13,ItemID_14,ItemID_15,ItemID_16
631,飓风圣装,0,0,0,29032,29029,29028,29030,29031,0,0,0,0,0,0,0,0,0,0,0,0
632,飓风法衣,0,0,0,29033,29035,29034,29036,29037,0,0,0,0,0,0,0,0,0,0,0,0
633,飓风甲胄,0,0,0,29038,29039,29040,29043,29042,0,0,0,0,0,0,0,0,0,0,0,0
634,灾难圣装,0,0,0,30164,30165,30166,30167,30168,0,0,0,0,0,0,0,0,0,0,0,0
635,灾难法衣,0,0,0,30169,30170,30171,30172,30173,0,0,0,0,0,0,0,0,0,0,0,0
636,灾难甲胄,0,0,0,30185,30189,30190,30192,30194,0,0,0,0,0,0,0,0,0,0,0,0
637,月光林地,0,0,0,28348,27468,27873,28202,27737,0,0,0,0,0,0,0,0,0,0,0,0
638,玛洛恩圣装,0,0,0,29087,29086,29090,29088,29089,0,0,0,0,0,0,0,0,0,0,0,0
639,玛洛恩法衣,0,0,0,29093,29094,29091,29092,29095,0,0,0,0,0,0,0,0,0,0,0,0
640,玛洛恩甲胄,0,0,0,29096,29097,29099,29100,29098,0,0,0,0,0,0,0,0,0,0,0,0
641,诺达希尔甲胄,0,0,0,30222,30223,30228,30229,30230,0,0,0,0,0,0,0,0,0,0,0,0
642,诺达希尔圣装,0,0,0,30216,30217,30219,30220,30221,0,0,0,0,0,0,0,0,0,0,0,0
643,诺达希尔法衣,0,0,0,30231,30232,30233,30234,30235,0,0,0,0,0,0,0,0,0,0,0,0
644,湮灭,0,0,0,27537,28415,28232,27778,27948,0,0,0,0,0,0,0,0,0,0,0,0
645,虚空之心,0,0,0,28963,28968,28966,28967,28964,0,0,0,0,0,0,0,0,0,0,0,0
646,腐蚀者,0,0,0,30211,30212,30213,30215,30214,0,0,0,0,0,0,0,0,0,0,0,0
647,魔咒师,0,0,0,28278,27508,27738,28229,27838,0,0,0,0,0,0,0,0,0,0,0,0
648,奥尔多魔装,0,0,0,29076,29080,29078,29079,29077,0,0,0,0,0,0,0,0,0,0,0,0
649,提瑞斯法,0,0,0,30206,30205,30207,30210,30196,0,0,0,0,0,0,0,0,0,0,0,0
650,巨兽之王,0,0,0,28228,27474,28275,27874,27801,0,0,0,0,0,0,0,0,0,0,0,0
651,恶魔追猎者,0,0,0,29085,29081,29083,29082,29084,0,0,0,0,0,0,0,0,0,0,0,0
652,裂隙追猎者,0,0,0,30139,30140,30141,30142,30143,0,0,0,0,0,0,0,0,0,0,0,0
653,鲁莽套装,0,0,0,28205,27475,27977,27803,28350,0,0,0,0,0,0,0,0,0,0,0,0
654,战神护甲,0,0,0,29012,29011,29017,29015,29016,0,0,0,0,0,0,0,0,0,0,0,0
655,战神战甲,0,0,0,29021,29019,29020,29022,29023,0,0,0,0,0,0,0,0,0,0,0,0
656,毁灭者护甲,0,0,0,30113,30115,30114,30116,30117,0,0,0,0,0,0,0,0,0,0,0,0
657,毁灭者战甲,0,0,0,30120,30118,30119,30121,30122,0,0,0,0,0,0,0,0,0,0,0,0
658,法力蚀刻魔装,0,0,0,28193,27465,27907,28191,27796,0,0,0,0,0,0,0,0,0,0,0,0
659,废土行者,0,0,0,28264,27531,28224,27837,27797,0,0,0,0,0,0,0,0,0,0,0,0
660,荒芜战甲,0,0,0,27936,28401,27528,28192,27713,0,0,0,0,0,0,0,0,0,0,0,0
661,末日板甲,0,0,0,28403,27497,28225,27870,27771,0,0,0,0,0,0,0,0,0,0,0,0
662,圣徒,0,0,0,28413,28230,27536,27775,27875,0,0,0,0,0,0,0,0,0,0,0,0
663,化身圣装,0,0,0,29055,29049,29054,29050,29053,0,0,0,0,0,0,0,0,0,0,0,0
664,化身法衣,0,0,0,29057,29059,29056,29058,29060,0,0,0,0,0,0,0,0,0,0,0,0
665,神使圣装,0,0,0,30153,30152,30151,30154,30150,0,0,0,0,0,0,0,0,0,0,0,0
666,神使法衣,0,0,0,30160,30161,30162,30159,30163,0,0,0,0,0,0,0,0,0,0,0,0
667,双子星,0,0,0,31339,31338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,刺杀者,0,0,0,31028,31026,31027,31029,31030,0,0,0,0,0,0,0,0,0,0,0,0
669,戈隆追猎者,0,0,0,31004,31001,31003,31005,31006,0,0,0,0,0,0,0,0,0,0,0,0
670,凶星,0,0,0,31050,31051,31053,31054,31052,0,0,0,0,0,0,0,0,0,0,0,0
671,风暴,0,0,0,31056,31055,31058,31059,31057,0,0,0,0,0,0,0,0,0,0,0,0
672,冲锋战甲,0,0,0,30972,30975,30969,30977,30979,0,0,0,0,0,0,0,0,0,0,0,0
673,冲锋护甲,0,0,0,30976,30974,30970,30978,30980,0,0,0,0,0,0,0,0,0,0,0,0
674,赦免法衣,0,0,0,31061,31064,31067,31070,31065,0,0,0,0,0,0,0,0,0,0,0,0
675,赦免圣装,0,0,0,31068,31063,31060,31069,31066,0,0,0,0,0,0,0,0,0,0,0,0
676,雷霆之心甲胄,0,0,0,31042,31034,31039,31044,31048,0,0,0,0,0,0,0,0,0,0,0,0
677,雷霆之心法衣,0,0,0,31043,31035,31040,31046,31049,0,0,0,0,0,0,0,0,0,0,0,0
678,雷霆之心圣服,0,0,0,31041,31032,31037,31045,31047,0,0,0,0,0,0,0,0,0,0,0,0
679,光明使者护甲,0,0,0,30991,30987,30985,30995,30998,0,0,0,0,0,0,0,0,0,0,0,0
680,光明使者战甲,0,0,0,30990,30982,30993,30997,30989,0,0,0,0,0,0,0,0,0,0,0,0
681,光明使者圣服,0,0,0,30992,30983,30988,30994,30996,0,0,0,0,0,0,0,0,0,0,0,0
682,破天甲胄,0,0,0,31018,31011,31015,31021,31024,0,0,0,0,0,0,0,0,0,0,0,0
683,破天圣服,0,0,0,31016,31007,31012,31019,31022,0,0,0,0,0,0,0,0,0,0,0,0
684,破天法衣,0,0,0,31017,31008,31014,31020,31023,0,0,0,0,0,0,0,0,0,0,0,0
685,角斗士的庇护,0,0,0,31375,31376,31377,31378,31379,0,0,0,0,0,0,0,0,0,0,0,0
686,角斗士的战争之潮,0,0,0,31396,31397,31400,31406,31407,0,0,0,0,0,0,0,0,0,0,0,0
687,角斗士的天职,0,0,0,31409,31410,31411,31412,31413,0,0,0,0,0,0,0,0,0,0,0,0
688,大元帅的庇护,0,0,0,31589,31590,31591,31592,31593,0,0,0,0,0,0,0,0,0,0,0,0
689,高阶督军的庇护,0,0,0,31584,31585,31586,31587,31588,0,0,0,0,0,0,0,0,0,0,0,0
690,角斗士的救赎,0,0,0,31613,31614,31616,31618,31619,0,0,0,0,0,0,0,0,0,0,0,0
691,大元帅的天职,0,0,0,31622,31623,31620,31624,31625,0,0,0,0,0,0,0,0,0,0,0,0
692,高阶督军的天职,0,0,0,31626,31627,31621,31628,31629,0,0,0,0,0,0,0,0,0,0,0,0
693,大元帅的救赎,0,0,0,31630,31631,31632,31633,31634,0,0,0,0,0,0,0,0,0,0,0,0
694,高阶督军的救赎,0,0,0,31635,31636,31637,31638,31639,0,0,0,0,0,0,0,0,0,0,0,0
695,大元帅的战争之潮,0,0,0,31640,31641,31642,31643,31644,0,0,0,0,0,0,0,0,0,0,0,0
696,高阶督军的战争之潮,0,0,0,31646,31647,31648,31649,31650,0,0,0,0,0,0,0,0,0,0,0,0
697,勇士的壁垒,0,0,0,29600,29601,29602,29603,29604,29605,0,0,0,0,0,0,0,0,0,0,0
698,督军的保护,0,0,0,29612,29613,29614,29615,29616,29617,0,0,0,0,0,0,0,0,0,0,0
699,埃辛诺斯双刃,0,0,0,32838,32837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,残酷角斗士的保护,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,残酷角斗士的战甲,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,残酷角斗士的鬼纹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,残酷角斗士的震撼,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,残酷角斗士的魔能套装,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,残酷角斗士的天职,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,残酷角斗士的猎装,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,残酷角斗士的神服,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,残酷角斗士的救赎,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,残酷角斗士的庇护,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,残酷角斗士的法衣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,残酷角斗士的圣装,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,残酷角斗士的雷霆之拳,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,残酷角斗士的套装,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,残酷角斗士的辩护,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,残酷角斗士的战争之潮,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,残酷角斗士的野性之皮,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,元帅的震撼,0,0,0,29608,29606,29611,29609,29607,29610,0,0,0,0,0,0,0,0,0,0,0
718,少校的震撼,0,0,0,29599,29595,29597,29596,29598,29594,0,0,0,0,0,0,0,0,0,0,0
719,愤怒之拳,0,0,0,32946,32945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,复仇角斗士的庇护,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,复仇角斗士的圣装,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,复仇角斗士的野性之皮,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,复仇角斗士的猎装,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,复仇角斗士的法衣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,复仇角斗士的救赎,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,复仇角斗士的辩护,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,复仇角斗士的保护,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,复仇角斗士的天职,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,复仇角斗士的神服,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,复仇角斗士的套装,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,复仇角斗士的战争之潮,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,复仇角斗士的震撼,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,复仇角斗士的雷霆之拳,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,复仇角斗士的鬼纹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,复仇角斗士的魔能套装,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,复仇角斗士的战甲,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,拉托恩的疾风,0,0,0,34703,28189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,鬼纹战衣,0,0,0,35328,35329,35330,35331,35332,0,0,0,0,0,0,0,0,0,0,0,0
739,月布战衣,0,0,0,35333,35334,35335,35336,35337,0,0,0,0,0,0,0,0,0,0,0,0
740,绸缎战衣,0,0,0,35338,35339,35340,35341,35342,0,0,0,0,0,0,0,0,0,0,0,0
741,唤魔者的丝质战衣,0,0,0,35343,35344,35345,35346,35347,0,0,0,0,0,0,0,0,0,0,0,0
742,龙皮战甲,0,0,0,35356,35357,35358,35360,35359,0,0,0,0,0,0,0,0,0,0,0,0
743,蟒皮战甲,0,0,0,35371,35372,35373,35375,35374,0,0,0,0,0,0,0,0,0,0,0,0
744,科多皮战甲,0,0,0,35361,35362,35363,35365,35364,0,0,0,0,0,0,0,0,0,0,0,0
745,投机者的战甲,0,0,0,35366,35367,35368,35369,35370,0,0,0,0,0,0,0,0,0,0,0,0
746,先知的锁甲,0,0,0,35386,35387,35388,35389,35390,0,0,0,0,0,0,0,0,0,0,0,0
747,先知的环甲,0,0,0,35391,35392,35393,35394,35395,0,0,0,0,0,0,0,0,0,0,0,0
748,先知的鳞甲,0,0,0,35381,35382,35383,35384,35385,0,0,0,0,0,0,0,0,0,0,0,0
749,追猎者的锁甲,0,0,0,35376,35377,35378,35379,35380,0,0,0,0,0,0,0,0,0,0,0,0
750,野蛮板甲,0,0,0,35407,35408,35409,35410,35411,0,0,0,0,0,0,0,0,0,0,0,0
751,十字军的雕饰板甲,0,0,0,35402,35403,35404,35405,35406,0,0,0,0,0,0,0,0,0,0,0,0
752,十字军的板鳞甲,0,0,0,35412,35413,35414,35415,35416,0,0,0,0,0,0,0,0,0,0,0,0
754,北风的拥抱,0,0,0,38405,38404,38400,38403,38401,38402,38437,38433,0,0,0,0,0,0,0,0,0
755,蛛魔之巢,0,0,0,38418,38419,38420,38421,38422,38417,38439,38435,0,0,0,0,0,0,0,0,0
756,霜鳞套装,0,0,0,38412,38413,38414,38415,38416,38424,38436,38440,0,0,0,0,0,0,0,0,0
757,凝冰的拥抱,0,0,0,38406,38407,38408,38409,38410,38411,38434,38438,0,0,0,0,0,0,0,0,0
759,蕾妮的复仇,0,0,0,37758,37821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,角斗士的恐怖板甲,0,0,0,40440,40441,40442,40443,40444,0,0,0,0,0,0,0,0,0,0,0,0
761,冬季套装,0,0,0,34087,21525,34085,21524,34086,0,0,0,0,0,0,0,0,0,0,0,0
762,美酒节套装,0,0,0,33862,33863,33868,33966,33969,33967,33864,33968,0,0,0,0,0,0,0,0,0
763,霜纹套装,0,0,0,41522,41520,44211,41521,41519,41515,41513,41512,0,0,0,0,0,0,0,0,0
764,暮纹套装,0,0,0,41543,41544,41545,41546,41548,41549,41550,41551,0,0,0,0,0,0,0,0,0
765,角斗士的战甲,0,0,0,42625,42626,42627,42628,42629,0,0,0,0,0,0,0,0,0,0,0,0
766,角斗士的辩护,0,0,0,42630,42631,42632,42633,42634,0,0,0,0,0,0,0,0,0,0,0,0
767,角斗士的救赎,0,0,0,42635,42636,42637,42638,42639,0,0,0,0,0,0,0,0,0,0,0,0
768,角斗士的亵渎,0,0,0,42654,42655,42656,42657,42658,0,0,0,0,0,0,0,0,0,0,0,0
769,角斗士的雷霆之拳,0,0,0,42659,42660,42661,42662,42663,0,0,0,0,0,0,0,0,0,0,0,0
770,角斗士的震撼,0,0,0,42669,42670,42671,42672,42673,0,0,0,0,0,0,0,0,0,0,0,0
771,角斗士的战争之潮,0,0,0,42664,42665,42666,42667,42668,0,0,0,0,0,0,0,0,0,0,0,0
772,角斗士的猎装,0,0,0,42674,42675,42676,42677,42678,0,0,0,0,0,0,0,0,0,0,0,0
773,角斗士的庇护,0,0,0,42680,42681,42682,42683,42684,0,0,0,0,0,0,0,0,0,0,0,0
774,角斗士的野性之皮,0,0,0,42685,42686,42687,42688,42689,0,0,0,0,0,0,0,0,0,0,0,0
775,角斗士的圣装,0,0,0,42690,42691,42692,42693,42694,0,0,0,0,0,0,0,0,0,0,0,0
776,角斗士的套装,0,0,0,42695,42696,42697,42698,42699,0,0,0,0,0,0,0,0,0,0,0,0
777,角斗士的天职,0,0,0,42703,42704,42705,42706,42707,0,0,0,0,0,0,0,0,0,0,0,0
778,角斗士的神服,0,0,0,42708,42709,42710,42711,42712,0,0,0,0,0,0,0,0,0,0,0,0
779,角斗士的法衣,0,0,0,42713,42714,42715,42716,42717,0,0,0,0,0,0,0,0,0,0,0,0
780,角斗士的魔能套装,0,0,0,42718,42719,42720,42721,42722,0,0,0,0,0,0,0,0,0,0,0,0
781,神圣的亡灵净化法衣,0,0,0,43073,43074,43075,43072,0,0,0,0,0,0,0,0,0,0,0,0,0
782,神圣的亡灵毁灭护甲,0,0,0,43078,43077,43079,43076,0,0,0,0,0,0,0,0,0,0,0,0,0
783,神圣的亡灵毁灭套装,0,0,0,43082,43081,43083,43080,0,0,0,0,0,0,0,0,0,0,0,0,0
784,神圣的亡灵毁灭战甲,0,0,0,43070,43068,43071,43069,0,0,0,0,0,0,0,0,0,0,0,0,0
785,仲夏节套装,0,0,0,23324,34685,34683,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,无畏铠甲,0,0,0,43740,43742,43743,43745,43747,0,0,0,0,0,0,0,0,0,0,0,0
788,无畏战甲,0,0,0,43739,43744,43746,43741,43748,0,0,0,0,0,0,0,0,0,0,0,0
789,救赎战甲,0,0,0,43794,43796,43801,43803,43805,0,0,0,0,0,0,0,0,0,0,0,0
790,救赎圣甲,0,0,0,43797,43798,43800,43806,43807,0,0,0,0,0,0,0,0,0,0,0,0
791,救赎铠甲,0,0,0,43793,43795,43799,43802,43804,0,0,0,0,0,0,0,0,0,0,0,0
792,天灾苦痛战甲,0,0,0,43809,43813,43815,43817,43819,0,0,0,0,0,0,0,0,0,0,0,0
793,天灾苦痛铠甲,0,0,0,43811,43812,43814,43816,43818,0,0,0,0,0,0,0,0,0,0,0,0
794,地穴追猎者战甲,0,0,0,43734,43735,43736,43737,43738,0,0,0,0,0,0,0,0,0,0,0,0
795,碎地者战甲,0,0,0,43762,43763,43765,43772,43776,0,0,0,0,0,0,0,0,0,0,0,0
796,碎地者套装,0,0,0,43764,43767,43769,43770,43773,0,0,0,0,0,0,0,0,0,0,0,0
797,碎地者法衣,0,0,0,43766,43768,43771,43774,43775,0,0,0,0,0,0,0,0,0,0,0,0
798,梦游者战甲,0,0,0,43751,43753,43756,43822,43758,0,0,0,0,0,0,0,0,0,0,0,0
799,梦游者法衣,0,0,0,43752,43754,43755,43759,43820,0,0,0,0,0,0,0,0,0,0,0,0
800,梦游者套装,0,0,0,43749,43750,43757,43760,43761,0,0,0,0,0,0,0,0,0,0,0,0
801,骨镰战甲,0,0,0,43727,43728,43729,43730,43731,0,0,0,0,0,0,0,0,0,0,0,0
802,瘟疫之心套装,0,0,0,43787,43788,43789,43790,43791,0,0,0,0,0,0,0,0,0,0,0,0
803,霜火套装,0,0,0,43777,43778,43779,43780,43781,0,0,0,0,0,0,0,0,0,0,0,0
804,信仰法衣,0,0,0,43733,43782,43784,43808,43810,0,0,0,0,0,0,0,0,0,0,0,0
805,信仰套装,0,0,0,43732,43783,43785,43786,43792,0,0,0,0,0,0,0,0,0,0,0,0
812,春季礼服,0,0,0,6835,6833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,剔骨者战甲,0,0,0,43435,43434,43260,43436,43438,43433,43439,43437,0,0,0,0,0,0,0,0,0
814,精饰萨隆邪铁战甲,0,0,0,42723,42724,42725,42726,42727,42728,42730,42729,0,0,0,0,0,0,0,0,0
815,阴云战甲,0,0,0,43266,43273,43264,43263,43265,43261,43271,43262,0,0,0,0,0,0,0,0,0
816,野蛮萨隆邪铁战甲,0,0,0,41354,41349,41353,41347,41351,41350,41352,41348,0,0,0,0,0,0,0,0,0
817,雷革战甲,0,0,0,43450,43455,43454,43453,43456,43457,43451,43452,0,0,0,0,0,0,0,0,0
818,迅箭战甲,0,0,0,43442,43443,43444,43446,43445,43447,43448,43449,0,0,0,0,0,0,0,0,0
819,冰霜原始战甲,0,0,0,43969,43970,43974,43971,41516,43975,43972,43973,0,0,0,0,0,0,0,0,0
820,庇护战甲,0,0,0,46213,46216,46221,46224,46226,0,0,0,0,0,0,0,0,0,0,0,0
821,庇护板甲,0,0,0,46214,46215,46219,46222,46225,0,0,0,0,0,0,0,0,0,0,0,0
822,庇护魔装,0,0,0,46217,46218,46220,46227,46228,0,0,0,0,0,0,0,0,0,0,0,0
823,世界击碎者战甲,0,0,0,46293,46294,46296,46303,46307,0,0,0,0,0,0,0,0,0,0,0,0
824,世界击碎者魔装,0,0,0,46295,46298,46300,46301,46304,0,0,0,0,0,0,0,0,0,0,0,0
825,世界击碎者法衣,0,0,0,46297,46299,46302,46305,46306,0,0,0,0,0,0,0,0,0,0,0,0
826,恐怖利刃战甲,0,0,0,46288,46289,46290,46291,46292,0,0,0,0,0,0,0,0,0,0,0,0
827,夜歌战甲,0,0,0,46260,46262,46265,46267,46269,0,0,0,0,0,0,0,0,0,0,0,0
828,夜歌魔装,0,0,0,45350,46309,46266,46271,46272,0,0,0,0,0,0,0,0,0,0,0,0
829,夜歌法衣,0,0,0,46261,46263,46264,46268,46270,0,0,0,0,0,0,0,0,0,0,0,0
830,突围战甲,0,0,0,46278,46280,46282,46285,46287,0,0,0,0,0,0,0,0,0,0,0,0
831,突围板甲,0,0,0,46279,46281,46283,46284,46286,0,0,0,0,0,0,0,0,0,0,0,0
832,圣灵魔装,0,0,0,46230,46248,46255,46256,46257,0,0,0,0,0,0,0,0,0,0,0,0
833,圣灵法衣,0,0,0,46231,46247,46254,46258,46259,0,0,0,0,0,0,0,0,0,0,0,0
834,黑暗符印战甲,0,0,0,46232,46235,46237,46239,46241,0,0,0,0,0,0,0,0,0,0,0,0
835,黑暗符印板甲,0,0,0,46233,46234,46236,46238,46240,0,0,0,0,0,0,0,0,0,0,0,0
836,肯瑞托,0,0,0,46249,46250,46251,46252,46253,0,0,0,0,0,0,0,0,0,0,0,0
837,死亡信使,0,0,0,46242,46243,46244,46245,46246,0,0,0,0,0,0,0,0,0,0,0,0
838,天灾追猎者,0,0,0,46273,46274,46275,46276,46277,0,0,0,0,0,0,0,0,0,0,0,0
843,卡德加的法衣,0,0,0,48725,48726,48727,48728,48729,0,0,0,0,0,0,0,0,0,0,0,0
844,逐日者的法衣,0,0,0,48730,48731,48732,48733,48734,0,0,0,0,0,0,0,0,0,0,0,0
845,古尔丹的法衣,0,0,0,48735,48736,48737,48738,48739,0,0,0,0,0,0,0,0,0,0,0,0
846,克尔苏加德的法衣,0,0,0,48740,48741,48742,48743,48744,0,0,0,0,0,0,0,0,0,0,0,0
847,维伦的圣装,0,0,0,48745,48746,48747,48748,48749,0,0,0,0,0,0,0,0,0,0,0,0
848,萨布拉的圣装,0,0,0,48750,48751,48752,48753,48754,0,0,0,0,0,0,0,0,0,0,0,0
849,维伦的法衣,0,0,0,48755,48756,48757,48758,48759,0,0,0,0,0,0,0,0,0,0,0,0
850,萨布拉的法衣,0,0,0,48760,48761,48762,48763,48764,0,0,0,0,0,0,0,0,0,0,0,0
851,玛法里奥的圣装,0,0,0,48774,48775,48776,48777,48778,0,0,0,0,0,0,0,0,0,0,0,0
852,伊哈缪尔的圣装,0,0,0,48769,48770,48771,48772,48773,0,0,0,0,0,0,0,0,0,0,0,0
853,玛法里奥的法衣,0,0,0,48786,48787,48788,48789,48790,0,0,0,0,0,0,0,0,0,0,0,0
854,伊哈缪尔的法衣,0,0,0,48781,48782,48783,48784,48785,0,0,0,0,0,0,0,0,0,0,0,0
855,玛法里奥的战甲,0,0,0,48799,48800,48801,48802,48803,0,0,0,0,0,0,0,0,0,0,0,0
856,伊哈缪尔的战甲,0,0,0,48794,48795,48796,48797,48798,0,0,0,0,0,0,0,0,0,0,0,0
857,范克里夫的战甲,0,0,0,48809,48810,48811,48812,48813,0,0,0,0,0,0,0,0,0,0,0,0
858,迦罗娜的战甲,0,0,0,48804,48805,48806,48807,48808,0,0,0,0,0,0,0,0,0,0,0,0
859,风行者的战甲,0,0,0,48819,48820,48821,48822,48823,0,0,0,0,0,0,0,0,0,0,0,0
860,风行者的猎装,0,0,0,48814,48815,48816,48817,48818,0,0,0,0,0,0,0,0,0,0,0,0
861,努波顿的圣装,0,0,0,48824,48825,48826,48827,48828,0,0,0,0,0,0,0,0,0,0,0,0
862,萨尔的圣装,0,0,0,48829,48830,48831,48832,48833,0,0,0,0,0,0,0,0,0,0,0,0
863,萨尔的法衣,0,0,0,48841,48842,48843,48844,48845,0,0,0,0,0,0,0,0,0,0,0,0
864,努波顿的法衣,0,0,0,48836,48837,48838,48839,48840,0,0,0,0,0,0,0,0,0,0,0,0
865,努波顿的战甲,0,0,0,48846,48847,48848,48849,48850,0,0,0,0,0,0,0,0,0,0,0,0
866,萨尔的战甲,0,0,0,48854,48855,48852,48853,48851,0,0,0,0,0,0,0,0,0,0,0,0
867,乌瑞恩的战甲,0,0,0,48865,48866,48867,48868,48869,0,0,0,0,0,0,0,0,0,0,0,0
868,地狱咆哮的战甲,0,0,0,48860,48861,48862,48863,48864,0,0,0,0,0,0,0,0,0,0,0,0
869,乌瑞恩的铠甲,0,0,0,48875,48876,48877,48878,48879,0,0,0,0,0,0,0,0,0,0,0,0
870,地狱咆哮的铠甲,0,0,0,48870,48871,48872,48873,48874,0,0,0,0,0,0,0,0,0,0,0,0
871,萨萨里安的战甲,0,0,0,48885,48886,48887,48888,48889,0,0,0,0,0,0,0,0,0,0,0,0
872,库尔迪拉的战甲,0,0,0,48880,48881,48882,48883,48884,0,0,0,0,0,0,0,0,0,0,0,0
873,萨萨里安的铠甲,0,0,0,48895,48896,48897,48898,48899,0,0,0,0,0,0,0,0,0,0,0,0
874,库尔迪拉的铠甲,0,0,0,48890,48891,48892,48893,48894,0,0,0,0,0,0,0,0,0,0,0,0
875,图拉扬的圣装,0,0,0,48904,48903,48902,48901,48900,0,0,0,0,0,0,0,0,0,0,0,0
876,莉亚德琳的圣装,0,0,0,48909,48908,48907,48906,48905,0,0,0,0,0,0,0,0,0,0,0,0
877,图拉扬的战甲,0,0,0,48915,48916,48917,48918,48919,0,0,0,0,0,0,0,0,0,0,0,0
878,莉亚德琳的战甲,0,0,0,48910,48911,48912,48913,48914,0,0,0,0,0,0,0,0,0,0,0,0
879,图拉扬的铠甲,0,0,0,48927,48928,48929,48930,48931,0,0,0,0,0,0,0,0,0,0,0,0
880,莉亚德琳的铠甲,0,0,0,48922,48923,48924,48925,48926,0,0,0,0,0,0,0,0,0,0,0,0
881,纯净的天神碎片,0,0,0,49310,49463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,闪亮的天神碎片,0,0,0,49488,49464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,血法战衣,0,0,0,51716,51715,51714,51713,51712,0,0,0,0,0,0,0,0,0,0,0,0
884,黑巫法衣,0,0,0,51766,51765,51764,51763,51762,0,0,0,0,0,0,0,0,0,0,0,0
885,血色侍僧战衣,0,0,0,51732,51733,51734,51735,51736,0,0,0,0,0,0,0,0,0,0,0,0
886,血色侍僧法衣,0,0,0,51741,51740,51739,51738,51737,0,0,0,0,0,0,0,0,0,0,0,0
887,树纹套装,0,0,0,51696,51695,51694,51693,51692,0,0,0,0,0,0,0,0,0,0,0,0
888,树纹法衣,0,0,0,51706,51705,51704,51703,51702,0,0,0,0,0,0,0,0,0,0,0,0
889,树纹战甲,0,0,0,51701,51700,51699,51698,51697,0,0,0,0,0,0,0,0,0,0,0,0
890,影刃战甲,0,0,0,51746,51745,51744,51743,51742,0,0,0,0,0,0,0,0,0,0,0,0
891,安卡哈猎血战甲,0,0,0,51711,51710,51709,51708,51707,0,0,0,0,0,0,0,0,0,0,0,0
