ID,LegacySlotIndex,TriggerType,Charges,CoolDownMSec,CategoryCoolDownMSec,SpellCategoryID,SpellID,ChrSpecializationID,PlayerConditionID,ParentItemID
127765,0,1,0,0,0,0,40386,0,0,23838
127768,1,1,0,-1,-1,0,30519,0,0,23839
127769,0,0,-1,0,0,0,30524,0,0,23840
127770,0,0,-1,0,60000,24,30526,0,0,23841
127773,0,0,0,300000,20000,1141,26599,0,0,21769
127774,0,0,-1,-1,-1,0,483,0,0,21911
127775,1,6,0,-1,-1,0,26755,0,0,21911
127776,0,0,-1,-1,-1,0,483,0,0,21912
127777,1,6,0,-1,-1,0,26756,0,0,21912
127778,0,0,-1,-1,-1,0,483,0,0,21913
127779,1,6,0,-1,-1,0,26758,0,0,21913
127780,0,0,-1,-1,-1,0,483,0,0,21914
127781,1,6,0,-1,-1,0,26757,0,0,21914
127782,0,0,0,20000,20000,1140,27907,0,0,22473
127783,0,0,-1,-1,-1,0,483,0,0,22905
127784,1,6,0,-1,-1,0,28553,0,0,22905
127785,0,0,-1,-1,-1,0,483,0,0,22906
127786,1,6,0,-1,-1,0,28554,0,0,22906
127787,0,0,-1,-1,-1,0,483,0,0,22907
127788,1,6,0,-1,-1,0,28555,0,0,22907
127789,0,0,-1,-1,-1,0,483,0,0,22908
127790,1,6,0,-1,-1,0,28556,0,0,22908
127791,0,0,-1,-1,120000,1153,29271,0,0,23334
127794,0,0,-1,-1,-1,0,483,0,0,23633
127795,1,6,0,-1,-1,0,29696,0,0,23633
127796,0,0,-1,-1,-1,0,483,0,0,23634
127797,1,6,0,-1,-1,0,29697,0,0,23634
127798,0,0,-1,-1,-1,0,483,0,0,23635
127799,1,6,0,-1,-1,0,29698,0,0,23635
127800,0,0,-1,-1,-1,0,483,0,0,23636
127801,1,6,0,-1,-1,0,29699,0,0,23636
127802,0,0,0,-1,-1,0,30408,0,0,23751
127803,0,0,0,20000,20000,0,31114,0,0,23934
127808,1,0,0,300000,60000,28,26600,0,0,21777
127810,0,0,-1,-1,-1,0,483,0,0,21915
127811,1,6,0,-1,-1,0,26759,0,0,21915
127812,0,0,-1,-1,-1,0,483,0,0,21916
127813,1,6,0,-1,-1,0,26760,0,0,21916
127814,0,0,-1,-1,-1,0,483,0,0,21917
127815,1,6,0,-1,-1,0,26762,0,0,21917
127816,0,0,-1,-1,-1,0,483,0,0,21918
127817,1,6,0,-1,-1,0,26761,0,0,21918
127818,0,0,-5,1000,-1,0,28013,0,0,22521
127819,0,0,-5,1000,-1,0,28017,0,0,22522
127820,0,0,-1,-1,-1,0,483,0,0,22530
127821,1,6,0,-1,-1,0,27906,0,0,22530
127822,0,0,-1,-1,-1,0,483,0,0,22909
127823,1,6,0,-1,-1,0,28557,0,0,22909
127824,0,0,-1,-1,-1,0,483,0,0,22910
127825,1,6,0,-1,-1,0,28558,0,0,22910
127826,0,0,-1,-1,-1,0,483,0,0,22911
127827,1,6,0,-1,-1,0,28562,0,0,22911
127828,0,0,-1,-1,-1,0,483,0,0,22912
127829,1,6,0,-1,-1,0,28563,0,0,22912
127830,0,0,0,-1,-1,0,34665,0,0,23337
127831,0,3,0,-1,-1,0,29343,0,0,23442
127832,0,0,0,-1,-1,0,29347,0,0,23443
127833,0,0,-1,0,3000,79,29348,0,0,23444
127838,0,0,-1,1000,-1,0,32274,0,0,23559
127839,0,0,-1,-1,-1,0,483,0,0,23637
127840,1,6,0,-1,-1,0,29700,0,0,23637
127841,0,0,-1,-1,-1,0,483,0,0,23638
127842,1,6,0,-1,-1,0,29728,0,0,23638
127843,0,0,-1,-1,-1,0,483,0,0,23639
127844,1,6,0,-1,-1,0,29729,0,0,23639
127845,0,0,-1,-1,-1,0,30224,0,0,23755
127846,0,0,-1,0,1000,11,5004,0,0,23756
127847,0,0,-1,0,1000,59,11629,0,0,23848
127851,1,1,0,-1,-1,0,26605,0,0,21780
127853,1,0,0,300000,60000,28,26609,0,0,21784
127854,0,0,-1,-1,-1,0,483,0,0,21919
127855,1,6,0,-1,-1,0,26763,0,0,21919
127856,0,0,-1,-1,-1,0,483,0,0,21924
127857,1,6,0,-1,-1,0,18406,0,0,21924
127858,0,0,-1,0,-1,0,26891,0,0,21927
127859,0,0,-1,-1,-1,0,483,0,0,22531
127860,1,6,0,-1,-1,0,27911,0,0,22531
127861,0,0,-1,-1,-1,0,483,0,0,22532
127862,1,6,0,-1,-1,0,27913,0,0,22532
127863,0,0,-1,-1,-1,0,483,0,0,22533
127864,1,6,0,-1,-1,0,27914,0,0,22533
127865,0,0,-1,-1,-1,0,483,0,0,22534
127866,1,6,0,-1,-1,0,27917,0,0,22534
127867,0,0,-1,0,1000,11,5005,0,0,22645
127868,0,0,0,0,180000,1148,28170,0,0,22646
127870,0,0,-1,-1,-1,0,483,0,0,22913
127871,1,6,0,-1,-1,0,28564,0,0,22913
127872,0,0,-1,-1,-1,0,483,0,0,22914
127873,1,6,0,-1,-1,0,28565,0,0,22914
127874,0,0,-1,-1,-1,0,483,0,0,22915
127875,1,6,0,-1,-1,0,28566,0,0,22915
127876,0,0,-1,-1,-1,0,483,0,0,22916
127877,1,6,0,-1,-1,0,28567,0,0,22916
127878,0,0,-1,-1,-1,0,483,0,0,23130
127879,1,6,0,-1,-1,0,28903,0,0,23130
127880,0,0,-1,-1,-1,0,483,0,0,23131
127881,1,6,0,-1,-1,0,28905,0,0,23131
127882,0,0,-1,-1,-1,0,483,0,0,23133
127883,1,6,0,-1,-1,0,28906,0,0,23133
127892,2,0,0,1800000,-1,0,34518,0,0,23564
127895,2,0,0,1800000,-1,0,34518,0,0,23565
127896,0,0,0,-1,-1,0,30489,0,0,23645
127897,0,0,0,600000,600000,0,30978,0,0,23647
127898,0,0,0,600000,600000,0,30978,0,0,23648
127901,1,0,0,-1,-1,0,12883,0,0,23762
127903,2,0,0,120000,-1,0,30249,0,0,23763
127904,0,0,-1,-1,-1,0,30250,0,0,23764
127905,0,0,-1,-1,-1,0,30252,0,0,23765
127906,0,0,-1,-1,-1,0,30260,0,0,23766
127907,0,0,-1,-1,-1,0,30562,0,0,23857
127911,0,0,-1,-1,-1,0,483,0,0,20854
127912,1,6,0,-1,-1,0,25339,0,0,20854
127913,0,0,-1,-1,-1,0,483,0,0,20855
127914,1,6,0,-1,-1,0,25323,0,0,20855
127915,0,0,-1,-1,-1,0,483,0,0,20856
127916,1,6,0,-1,-1,0,25320,0,0,20856
127917,0,0,-1,0,1000,11,433,0,0,20857
127918,1,0,0,300000,60000,1141,26614,0,0,21789
127924,0,0,-1,-1,-1,0,483,0,0,21940
127925,1,6,0,-1,-1,0,26873,0,0,21940
127926,0,0,-1,-1,-1,0,483,0,0,21941
127927,1,6,0,-1,-1,0,26875,0,0,21941
127928,0,0,-1,-1,-1,0,483,0,0,21942
127929,1,6,0,-1,-1,0,26878,0,0,21942
127930,0,0,-1,-1,-1,0,483,0,0,22535
127931,1,6,0,-1,-1,0,27920,0,0,22535
127932,0,0,-1,-1,-1,0,483,0,0,22536
127933,1,6,0,-1,-1,0,27924,0,0,22536
127934,0,0,-1,-1,-1,0,483,0,0,22537
127935,1,6,0,-1,-1,0,27926,0,0,22537
127936,0,0,-1,-1,-1,0,483,0,0,22647
127937,1,6,0,-1,-1,0,28267,0,0,22647
127938,0,0,0,-1,-1,0,28226,0,0,22675
127939,0,0,0,60000,60000,1140,28247,0,0,22693
127940,0,0,-1,-1,-1,0,483,0,0,22917
127941,1,6,0,-1,-1,0,28568,0,0,22917
127942,0,0,-1,-1,-1,0,483,0,0,22918
127943,1,6,0,-1,-1,0,28569,0,0,22918
127944,0,0,-1,-1,-1,0,483,0,0,22919
127945,1,6,0,-1,-1,0,28570,0,0,22919
127946,0,0,-1,-1,-1,0,483,0,0,22920
127947,1,6,0,-1,-1,0,28571,0,0,22920
127948,0,0,-1,-1,-1,0,483,0,0,23134
127949,1,6,0,-1,-1,0,28907,0,0,23134
127950,0,0,-1,-1,-1,0,483,0,0,23135
127951,1,6,0,-1,-1,0,28910,0,0,23135
127952,0,0,-1,-1,-1,0,483,0,0,23136
127953,1,6,0,-1,-1,0,28912,0,0,23136
127954,0,0,-1,-1,-1,0,483,0,0,23137
127955,1,6,0,-1,-1,0,28914,0,0,23137
127962,0,0,-1,-1,-1,0,29542,0,0,23566
127963,0,0,0,600000,600000,0,30978,0,0,23649
127965,1,0,0,600000,600000,0,30978,0,0,23650
127967,1,0,0,600000,600000,0,30978,0,0,23651
127969,1,0,0,600000,600000,0,30978,0,0,23652
127971,1,0,0,600000,600000,0,30978,0,0,23653
127972,0,0,0,180000,-1,0,30261,0,0,23767
127973,0,0,-1,0,5000,1168,30262,0,0,23768
127974,0,0,-1,0,5000,1168,30263,0,0,23769
127975,0,0,-1,0,5000,1168,30265,0,0,23770
127976,0,0,-1,0,5000,1168,30264,0,0,23771
127977,0,0,0,-1,-1,0,30602,0,0,23861
127978,0,0,-1,-1,-1,0,30550,0,0,23862
127979,0,0,-1,-1,-1,0,3366,0,0,23956
127981,0,0,-1,0,-1,0,26785,0,0,21835
127982,0,0,-1,-1,-1,0,483,0,0,21943
127983,1,6,0,-1,-1,0,26881,0,0,21943
127984,0,0,-1,-1,-1,0,483,0,0,21944
127985,1,6,0,-1,-1,0,26882,0,0,21944
127986,0,0,-1,-1,-1,0,483,0,0,21945
127987,1,6,0,-1,-1,0,26887,0,0,21945
127988,0,0,-1,-1,-1,0,483,0,0,21947
127989,1,6,0,-1,-1,0,26896,0,0,21947
127990,0,0,-1,-1,-1,0,483,0,0,22538
127991,1,6,0,-1,-1,0,27927,0,0,22538
127992,0,0,-1,-1,-1,0,483,0,0,22539
127993,1,6,0,-1,-1,0,27945,0,0,22539
127994,0,0,-1,-1,-1,0,483,0,0,22540
127995,1,6,0,-1,-1,0,27946,0,0,22540
127996,0,0,-1,-1,-1,0,28273,0,0,22710
127997,0,0,10,10000,10000,1157,28451,0,0,22755
127998,0,0,-1,-1,-1,0,483,0,0,22921
127999,1,6,0,-1,-1,0,28572,0,0,22921
128000,0,0,-1,-1,-1,0,483,0,0,22922
128001,1,6,0,-1,-1,0,28573,0,0,22922
128002,0,0,-1,-1,-1,0,483,0,0,22923
128003,1,6,0,-1,-1,0,28575,0,0,22923
128004,0,0,-1,-1,-1,0,483,0,0,22924
128005,1,6,0,-1,-1,0,28576,0,0,22924
128006,0,0,-1,-1,-1,0,483,0,0,23138
128007,1,6,0,-1,-1,0,28915,0,0,23138
128008,0,0,-1,-1,-1,0,483,0,0,23140
128009,1,6,0,-1,-1,0,28916,0,0,23140
128010,0,0,-1,-1,-1,0,483,0,0,23141
128011,1,6,0,-1,-1,0,28917,0,0,23141
128012,0,0,-1,-1,-1,0,483,0,0,23142
128013,1,6,0,-1,-1,0,28918,0,0,23142
128014,0,0,-1,180000,180000,1153,29276,0,0,23354
128015,0,0,0,120000,120000,1140,29279,0,0,23358
128016,0,0,0,120000,120000,1140,29297,0,0,23361
128017,0,0,-1,-1,-1,0,483,0,0,23574
128018,1,6,0,-1,-1,0,29688,0,0,23574
128019,0,0,-1,1000,-1,0,29507,0,0,23575
128020,0,0,-1,1000,-1,0,29720,0,0,23576
128022,0,0,-1,-1,-1,0,29773,0,0,23581
128023,0,0,-1,0,1000,59,11629,0,0,23584
128024,0,0,0,-1,-1,0,29866,0,0,23654
128025,0,0,-1,-1,-1,0,29909,0,0,23655
128026,0,0,0,5000,-1,0,29917,0,0,23659
128027,0,0,-1,-1,-1,0,30567,0,0,23864
128028,0,0,-1,-1,-1,0,30557,0,0,23865
128029,0,0,0,-1,-1,0,17449,0,0,21026
128036,0,0,-1,-1,-1,0,483,0,0,21948
128037,1,6,0,-1,-1,0,26897,0,0,21948
128038,0,0,-1,-1,-1,0,483,0,0,21949
128039,1,6,0,-1,-1,0,26900,0,0,21949
128040,0,0,-1,-1,-1,0,483,0,0,21950
128041,1,6,0,-1,-1,0,26904,0,0,21950
128042,0,0,-1,-1,-1,0,483,0,0,21951
128043,1,6,0,-1,-1,0,26905,0,0,21951
128044,0,0,-1,-1,-1,0,483,0,0,22541
128045,1,6,0,-1,-1,0,27947,0,0,22541
128046,0,0,-1,-1,-1,0,483,0,0,22542
128047,1,6,0,-1,-1,0,27948,0,0,22542
128048,0,0,-1,-1,-1,0,483,0,0,22543
128049,1,6,0,-1,-1,0,27950,0,0,22543
128050,0,0,-1,-1,-1,0,483,0,0,22544
128051,1,6,0,-1,-1,0,27951,0,0,22544
128052,0,0,-1,0,3000,79,28488,0,0,22778
128053,0,0,-1,0,3000,79,28486,0,0,22779
128054,0,0,0,600000,600000,1139,28516,0,0,22783
128055,0,0,-1,-1,-1,0,483,0,0,22925
128056,1,6,0,-1,-1,0,28577,0,0,22925
128057,0,0,-1,-1,-1,0,483,0,0,22926
128058,1,6,0,-1,-1,0,28578,0,0,22926
128059,0,0,-1,-1,-1,0,483,0,0,22927
128060,1,6,0,-1,-1,0,28579,0,0,22927
128061,0,0,-1,-1,-1,0,483,0,0,23143
128062,1,6,0,-1,-1,0,28924,0,0,23143
128063,0,0,-1,-1,-1,0,483,0,0,23144
128064,1,6,0,-1,-1,0,28925,0,0,23144
128065,0,0,-1,-1,-1,0,483,0,0,23145
128066,1,6,0,-1,-1,0,28927,0,0,23145
128067,0,0,-1,-1,-1,0,483,0,0,23146
128068,1,6,0,-1,-1,0,28933,0,0,23146
128072,0,0,0,-1,-1,0,29384,0,0,23480
128073,0,0,-1,0,1000,59,1137,0,0,23585
128074,0,0,-1,0,1000,59,11009,0,0,23586
128075,0,0,0,3600000,-1,0,29830,0,0,23587
128078,0,0,0,60000,60000,1140,29731,0,0,23669
128079,0,0,-1,0,3000,79,7178,0,0,23871
128081,0,0,0,-1,3000,330,25675,0,0,21044
128082,0,1,0,-1,-1,0,9294,0,0,21045
128083,0,1,0,-1,-1,0,9399,0,0,21046
128084,0,1,0,-1,-1,0,9294,0,0,21047
128085,0,1,0,-1,-1,0,9297,0,0,21048
128086,0,1,0,-1,-1,0,9294,0,0,21049
128094,0,0,-1,-1,-1,0,483,0,0,21952
128095,1,6,0,-1,-1,0,26906,0,0,21952
128096,0,0,-1,-1,-1,0,483,0,0,21953
128097,1,6,0,-1,-1,0,26909,0,0,21953
128098,0,0,-1,-1,-1,0,483,0,0,21954
128099,1,6,0,-1,-1,0,26910,0,0,21954
128100,0,0,-1,-1,-1,0,483,0,0,21955
128101,1,6,0,-1,-1,0,26912,0,0,21955
128102,0,0,-1,-1,-1,0,483,0,0,22545
128103,1,6,0,-1,-1,0,27954,0,0,22545
128104,0,0,-1,-1,-1,0,483,0,0,22546
128105,1,6,0,-1,-1,0,27958,0,0,22546
128106,0,0,-1,-1,-1,0,483,0,0,22547
128107,1,6,0,-1,-1,0,27960,0,0,22547
128108,0,0,0,600000,600000,1139,28516,0,0,22784
128109,0,0,-1,0,180000,4,28714,0,0,22788
128110,0,0,-1,-1,-1,0,28700,0,0,22955
128111,0,0,-1,-1,-1,0,483,0,0,23147
128112,1,6,0,-1,-1,0,28936,0,0,23147
128113,0,0,-1,-1,-1,0,483,0,0,23148
128114,1,6,0,-1,-1,0,28938,0,0,23148
128115,0,0,-1,-1,-1,0,483,0,0,23149
128116,1,6,0,-1,-1,0,28944,0,0,23149
128117,0,0,-1,-1,-1,0,483,0,0,23150
128118,1,6,0,-1,-1,0,28947,0,0,23150
128119,0,0,-1,-1,-1,0,29435,0,0,23485
128120,0,0,-1,-1,-1,0,483,0,0,23590
128121,1,6,0,-1,-1,0,29566,0,0,23590
128122,0,0,-1,-1,-1,0,483,0,0,23591
128123,1,6,0,-1,-1,0,29568,0,0,23591
128124,0,0,-1,-1,-1,0,483,0,0,23592
128125,1,6,0,-1,-1,0,29569,0,0,23592
128126,0,0,-1,-1,-1,0,483,0,0,23593
128127,1,6,0,-1,-1,0,29571,0,0,23593
128128,0,0,-1,-1,-1,0,483,0,0,23594
128129,1,6,0,-1,-1,0,29603,0,0,23594
128130,0,0,0,-1,-1,0,30006,0,0,23674
128131,0,0,0,120000,-1,0,30009,0,0,23675
128132,0,0,-8,-1,-1,0,29773,0,0,23788
128133,0,0,-1,-1,-1,0,483,0,0,23874
128134,1,6,0,-1,-1,0,30547,0,0,23874
128135,0,0,0,-1,-1,0,30611,0,0,23875
128136,0,0,0,-1,-1,0,30612,0,0,23876
128137,0,0,0,-1,-1,0,30617,0,0,23877
128138,0,1,0,-1,-1,0,9297,0,0,21050
128139,0,1,0,-1,-1,0,9294,0,0,21051
128140,0,1,0,0,0,0,9399,0,0,21052
128141,0,1,0,0,0,0,9399,0,0,21053
128142,0,1,0,-1,-1,0,9297,0,0,21054
128143,0,1,0,-1,-1,0,9399,0,0,21055
128144,0,1,0,-1,-1,0,9297,0,0,21056
128153,0,0,-1,-1,-1,0,483,0,0,21956
128154,1,6,0,-1,-1,0,26914,0,0,21956
128155,0,0,-1,-1,-1,0,483,0,0,21957
128156,1,6,0,-1,-1,0,26915,0,0,21957
128157,0,0,-1,-1,-1,0,483,0,0,21958
128158,1,6,0,-1,-1,0,26918,0,0,21958
128159,0,0,-1,-1,-1,0,483,0,0,21959
128160,1,6,0,-1,-1,0,26920,0,0,21959
128161,0,0,-1,0,1000,150,27030,0,0,21990
128162,0,0,-1,-1,-1,0,483,0,0,22548
128163,1,6,0,-1,-1,0,27962,0,0,22548
128164,0,0,-1,-1,-1,0,483,0,0,22551
128165,1,6,0,-1,-1,0,27968,0,0,22551
128166,0,0,-1,0,120000,1153,28527,0,0,22795
128167,0,0,-3,-1,-1,0,29517,0,0,22796
128168,0,0,0,5000,-1,0,29528,0,0,22962
128169,0,0,-1,-1,-1,0,483,0,0,23151
128170,1,6,0,-1,-1,0,28948,0,0,23151
128171,0,0,-1,-1,-1,0,483,0,0,23152
128172,1,6,0,-1,-1,0,28950,0,0,23152
128173,0,0,-1,-1,-1,0,483,0,0,23153
128174,1,6,0,-1,-1,0,28953,0,0,23153
128175,0,0,-1,-1,-1,0,483,0,0,23154
128176,1,6,0,-1,-1,0,28955,0,0,23154
128177,0,0,-1,-1,120000,1153,29308,0,0,23381
128180,0,0,-1,0,1000,59,11007,0,0,23492
128182,0,0,-1,-1,-1,0,483,0,0,23595
128183,1,6,0,-1,-1,0,29605,0,0,23595
128184,0,0,-1,-1,-1,0,483,0,0,23596
128185,1,6,0,-1,-1,0,29606,0,0,23596
128186,0,0,-1,-1,-1,0,483,0,0,23597
128187,1,6,0,-1,-1,0,29608,0,0,23597
128188,0,0,-1,-1,-1,0,483,0,0,23598
128189,1,6,0,-1,-1,0,29611,0,0,23598
128190,0,0,0,0,120000,1164,30298,0,0,23792
128191,0,0,-1,-1,-1,0,483,0,0,23799
128192,1,6,0,-1,-1,0,30313,0,0,23799
128193,0,0,-1,-1,-1,0,483,0,0,23882
128194,1,6,0,-1,-1,0,30549,0,0,23882
128195,0,0,-1,0,900000,1164,30840,0,0,23982
128196,0,0,-1,-1,-1,0,30845,0,0,23985
128197,0,1,0,0,0,0,7687,0,0,21057
128198,0,1,0,-1,-1,0,17747,0,0,21058
128199,0,1,0,-1,-1,0,9295,0,0,21059
128200,0,1,0,-1,-1,0,17747,0,0,21060
128201,0,1,0,-1,-1,0,17870,0,0,21061
128202,0,1,0,-1,-1,0,17747,0,0,21062
128203,0,1,0,-1,-1,0,17870,0,0,21063
128207,0,0,-1,0,1000,150,27031,0,0,21991
128208,0,0,-1,-1,-1,0,483,0,0,21992
128209,1,6,0,-1,-1,0,27032,0,0,21992
128210,0,0,-1,-1,-1,0,483,0,0,21993
128211,1,6,0,-1,-1,0,27033,0,0,21993
128212,0,0,-1,-1,-1,0,27029,0,0,22012
128213,0,0,-1,0,1000,59,27089,0,0,22018
128214,0,0,-1,0,1000,11,33725,0,0,22019
128215,0,0,-1,-1,-1,0,483,0,0,22552
128216,1,6,0,-1,-1,0,27967,0,0,22552
128217,0,0,-1,-1,-1,0,483,0,0,22553
128218,1,6,0,-1,-1,0,27972,0,0,22553
128219,0,0,-1,-1,-1,0,483,0,0,22554
128220,1,6,0,-1,-1,0,27971,0,0,22554
128221,0,0,-1,-1,180000,1153,28726,0,0,22797
128222,0,0,-1,0,3000,79,28489,0,0,22823
128223,0,0,-1,0,3000,79,28490,0,0,22824
128224,0,0,-1,0,3000,79,28491,0,0,22825
128225,0,0,-1,0,60000,4,28492,0,0,22826
128226,0,0,-1,0,3000,79,28493,0,0,22827
128227,0,0,-1,0,60000,4,28494,0,0,22828
128228,0,0,-1,-1,-1,0,483,0,0,23155
128229,1,6,0,-1,-1,0,28957,0,0,23155
128230,0,0,-1,180000,180000,1153,29312,0,0,23386
128232,0,0,-1,0,1000,11,433,0,0,23495
128233,0,0,-1,1000,1500,1136,26286,0,0,23496
128236,0,0,0,-1,-1,0,29451,0,0,23500
128237,0,0,-1,-1,-1,0,483,0,0,23599
128238,1,6,0,-1,-1,0,29610,0,0,23599
128239,0,0,-1,-1,-1,0,483,0,0,23600
128240,1,6,0,-1,-1,0,29613,0,0,23600
128241,0,0,-1,-1,-1,0,483,0,0,23601
128242,1,6,0,-1,-1,0,29614,0,0,23601
128243,0,0,-1,-1,-1,0,483,0,0,23602
128244,1,6,0,-1,-1,0,29615,0,0,23602
128245,0,0,0,-1,-1,0,30015,0,0,23680
128246,0,0,0,60000,60000,1140,30212,0,0,23682
128247,0,0,-1,-1,-1,0,483,0,0,23800
128248,1,6,0,-1,-1,0,30314,0,0,23800
128249,0,0,-1,-1,-1,0,30406,0,0,23801
128250,0,0,-1,-1,-1,0,483,0,0,23802
128251,1,6,0,-1,-1,0,30315,0,0,23802
128252,0,0,-1,-1,-1,0,483,0,0,23803
128253,1,6,0,-1,-1,0,30316,0,0,23803
128254,0,0,-1,-1,-1,0,483,0,0,23804
128255,1,6,0,-1,-1,0,30317,0,0,23804
128256,0,0,-1,-1,-1,0,483,0,0,23883
128257,1,6,0,-1,-1,0,30551,0,0,23883
128258,0,0,-1,-1,-1,0,483,0,0,23884
128259,1,6,0,-1,-1,0,30552,0,0,23884
128260,0,0,-1,-1,-1,0,483,0,0,23885
128261,1,6,0,-1,-1,0,30555,0,0,23885
128262,0,0,-1,-1,-1,0,483,0,0,23887
128263,1,6,0,-1,-1,0,30556,0,0,23887
128264,0,0,-1,-1,-1,0,30847,0,0,23986
128265,0,0,-1,-1,-1,0,30848,0,0,23989
128267,1,0,10,1500,-1,0,25606,0,0,20950
128268,0,1,0,-1,-1,0,17747,0,0,21064
128269,0,1,0,0,0,0,9295,0,0,21065
128270,0,1,0,0,0,0,9295,0,0,21066
128271,0,1,0,-1,-1,0,17870,0,0,21067
128272,0,1,0,-1,-1,0,9295,0,0,21068
128273,0,1,0,-1,-1,0,25689,0,0,21069
128274,0,1,0,0,0,0,7688,0,0,21070
128285,1,0,-3,0,120000,100,27103,0,0,22044
128286,0,0,-1,0,-1,0,26967,0,0,22053
128287,0,0,-1,0,-1,0,27186,0,0,22054
128288,0,0,-1,0,-1,0,27188,0,0,22055
128289,1,0,-1,0,120000,1153,27235,0,0,22103
128290,1,0,-1,0,120000,1153,27236,0,0,22104
128291,0,0,-1,-1,-1,0,483,0,0,22555
128292,1,6,0,-1,-1,0,27975,0,0,22555
128293,0,0,-1,-1,-1,0,483,0,0,22556
128294,1,6,0,-1,-1,0,27977,0,0,22556
128295,0,0,-1,-1,-1,0,483,0,0,22557
128296,1,6,0,-1,-1,0,28004,0,0,22557
128297,0,0,-1,0,60000,4,28495,0,0,22829
128298,0,0,-1,0,3000,79,28496,0,0,22830
128299,0,0,-1,0,3000,79,54494,0,0,22831
128300,0,0,-1,0,60000,4,28499,0,0,22832
128301,0,0,-1,0,3000,79,28501,0,0,22833
128302,0,0,-1,0,3000,79,28502,0,0,22834
128303,0,0,-1,-1,-1,0,29049,0,0,23191
128304,0,0,0,10000,10000,1140,29314,0,0,23394
128305,0,0,-1,-1,-1,0,28273,0,0,23501
128307,0,0,-1,-1,-1,0,483,0,0,23603
128308,1,6,0,-1,-1,0,29616,0,0,23603
128309,0,0,-1,-1,-1,0,483,0,0,23604
128310,1,6,0,-1,-1,0,29617,0,0,23604
128311,0,0,-1,-1,-1,0,483,0,0,23605
128312,1,6,0,-1,-1,0,29619,0,0,23605
128313,0,0,-1,-1,-1,0,483,0,0,23606
128314,1,6,0,-1,-1,0,29620,0,0,23606
128315,0,0,0,60000,60000,0,30098,0,0,23691
128316,0,0,-1,20000,20000,1140,30077,0,0,23693
128317,0,0,-1,-1,-1,0,483,0,0,23805
128318,1,6,0,-1,-1,0,30318,0,0,23805
128319,0,0,-1,-1,-1,0,483,0,0,23806
128320,1,6,0,-1,-1,0,30325,0,0,23806
128321,0,0,-1,-1,-1,0,483,0,0,23807
128322,1,6,0,-1,-1,0,30329,0,0,23807
128323,0,0,-1,-1,-1,0,483,0,0,23808
128324,1,6,0,-1,-1,0,30332,0,0,23808
128325,0,0,-1,-1,-1,0,483,0,0,23809
128326,1,6,0,-1,-1,0,30334,0,0,23809
128327,0,0,-1,-1,-1,0,483,0,0,23888
128328,1,6,0,-1,-1,0,30548,0,0,23888
128329,0,0,0,1000,-1,0,30877,0,0,23995
128332,0,1,0,0,-1,0,20888,0,0,20956
128335,0,1,0,-1,-1,0,9324,0,0,21073
128336,0,1,0,-1,-1,0,9412,0,0,21074
128337,0,1,0,-1,-1,0,9324,0,0,21075
128338,0,1,0,-1,-1,0,9327,0,0,21076
128339,0,1,0,-1,-1,0,9324,0,0,21077
128340,0,1,0,-1,-1,0,9327,0,0,21078
128341,0,1,0,-1,-1,0,9324,0,0,21079
128342,1,0,-1,0,120000,1153,27237,0,0,22105
128343,0,0,-1,-1,-1,0,27239,0,0,22116
128344,0,1,0,0,0,0,27252,0,0,22128
128345,1,1,0,0,0,0,27256,0,0,22128
128346,0,0,-1,-1,-1,0,483,0,0,22146
128347,1,6,0,-1,-1,0,26991,0,0,22146
128348,0,0,-1,-1,-1,0,483,0,0,22153
128349,1,6,0,-1,-1,0,27127,0,0,22153
128350,0,0,-1,-1,-1,0,483,0,0,22558
128351,1,6,0,-1,-1,0,28003,0,0,22558
128352,0,0,-1,-1,-1,0,483,0,0,22559
128353,1,6,0,-1,-1,0,27984,0,0,22559
128354,0,0,-1,-1,-1,0,483,0,0,22560
128355,1,6,0,-1,-1,0,27981,0,0,22560
128356,0,0,-1,0,3000,79,28503,0,0,22835
128357,0,0,-1,0,60000,4,28504,0,0,22836
128358,0,0,-1,0,60000,4,28506,0,0,22837
128359,0,0,-1,0,60000,4,28507,0,0,22838
128360,0,0,-1,0,60000,4,28508,0,0,22839
128361,0,0,-1,0,3000,79,28509,0,0,22840
128362,0,0,-1,-1,-1,0,483,0,0,23607
128363,1,6,0,-1,-1,0,29621,0,0,23607
128364,0,0,-1,-1,-1,0,483,0,0,23608
128365,1,6,0,-1,-1,0,29628,0,0,23608
128366,0,0,-1,-1,-1,0,483,0,0,23609
128367,1,6,0,-1,-1,0,29629,0,0,23609
128368,0,0,-1,-1,-1,0,483,0,0,23610
128369,1,6,0,-1,-1,0,29630,0,0,23610
128370,0,0,-1,-1,-1,0,483,0,0,23611
128371,1,6,0,-1,-1,0,29642,0,0,23611
128372,0,0,3,-1,-1,0,30099,0,0,23697
128373,0,0,3,-1,-1,0,30102,0,0,23702
128374,0,0,3,-1,-1,0,30105,0,0,23703
128375,0,0,-1,0,1000,59,11009,0,0,23704
128376,0,0,-1,-1,-1,0,483,0,0,23810
128377,1,6,0,-1,-1,0,30337,0,0,23810
128378,0,0,-1,-1,-1,0,483,0,0,23811
128379,1,6,0,-1,-1,0,30341,0,0,23811
128380,0,0,-1,-1,-1,0,483,0,0,23812
128381,1,6,0,-1,-1,0,30342,0,0,23812
128382,0,0,-1,-1,-1,0,483,0,0,23813
