ID,ChrSpecID,SpellID,TraitSubTreeID,Threshold,ItemSetID
5515,0,70724,0,2,889
5516,0,51273,0,2,754
5517,0,51274,0,4,754
5518,0,51262,0,2,755
5519,0,51263,0,4,755
5520,0,51223,0,2,756
5521,0,51225,0,4,756
5522,0,61633,0,3,757
5523,0,9417,0,2,759
5524,0,40044,0,2,760
5525,0,55000,0,3,761
5526,0,55005,0,3,762
5527,0,55564,0,4,763
5528,0,55565,0,2,763
5529,0,55595,0,2,764
5530,0,55596,0,4,764
5531,0,22738,0,4,765
5532,0,56449,0,2,765
5533,0,71850,0,2,765
5534,0,71858,0,4,765
5535,0,56449,0,2,766
5536,0,61776,0,4,766
5537,0,71850,0,2,766
5538,0,71858,0,4,766
5539,0,58000,0,4,767
5540,0,56450,0,2,767
5541,0,71851,0,2,767
5542,0,71853,0,4,767
5543,0,56509,0,2,769
5544,0,44299,0,4,769
5545,0,71852,0,2,769
5546,0,71860,0,4,769
5547,0,56449,0,2,770
5548,0,33018,0,4,770
5549,0,71850,0,2,770
5550,0,71858,0,4,770
5551,0,56450,0,2,771
5552,0,44299,0,4,771
5553,0,71853,0,4,771
5554,0,71851,0,2,771
5555,0,61256,0,4,772
5556,0,56449,0,2,772
5557,0,71850,0,2,772
5558,0,71858,0,4,772
5559,0,56450,0,2,773
5560,0,38417,0,4,773
5561,0,71851,0,2,773
5562,0,71853,0,4,773
5563,0,56509,0,2,774
5564,0,46832,0,4,774
5565,0,71852,0,2,774
5566,0,71860,0,4,774
5567,0,56449,0,2,775
5568,0,23218,0,4,775
5569,0,71850,0,2,775
5570,0,71858,0,4,775
5571,0,21975,0,4,776
5572,0,56449,0,2,776
5573,0,71850,0,2,776
5574,0,71858,0,4,776
5575,0,56450,0,2,777
5576,0,33333,0,4,777
5577,0,71851,0,2,777
5578,0,71853,0,4,777
5579,0,33333,0,4,778
5580,0,56509,0,2,778
5581,0,71852,0,2,778
5582,0,71860,0,4,778
5583,0,56509,0,2,779
5584,0,44302,0,4,779
5585,0,71852,0,2,779
5586,0,71860,0,4,779
5587,0,23047,0,4,780
5588,0,56509,0,2,780
5589,0,71852,0,2,780
5590,0,71860,0,4,780
5591,0,57943,0,2,782
5592,0,29068,0,3,782
5593,0,57944,0,4,782
5594,0,57943,0,2,783
5595,0,29068,0,3,783
5596,0,57944,0,4,783
5597,0,57943,0,2,784
5598,0,29068,0,3,784
5599,0,57944,0,4,784
5600,0,58933,0,3,785
5601,0,60173,0,2,787
5602,0,60175,0,4,787
5603,0,60174,0,2,788
5604,0,60176,0,4,788
5605,0,60152,0,2,789
5606,0,60153,0,4,789
5607,0,60147,0,2,790
5608,0,60148,0,4,790
5609,0,60149,0,2,791
5610,0,60150,0,4,791
5611,0,60130,0,2,793
5612,0,60133,0,4,793
5613,0,60143,0,2,794
5614,0,60144,0,4,794
5615,0,60168,0,2,795
5616,0,60169,0,4,795
5617,0,60164,0,2,796
5618,0,60165,0,4,796
5619,0,60166,0,2,797
5620,0,60167,0,4,797
5621,0,60134,0,2,792
5622,0,60132,0,4,792
5623,0,67269,0,2,869
5624,0,67273,0,4,869
5651,0,14507,0,4,760
7325,0,1261275,0,4,1991
7326,0,1261265,0,2,1991
7327,0,1261811,0,2,1992
7328,0,1261813,0,4,1992
7329,0,1261830,0,4,1993
7330,0,1261825,0,2,1993
7331,0,1261834,0,2,1994
7332,0,1261836,0,4,1994
7336,0,1261846,0,4,1995
7337,0,1261845,0,2,1995
7338,0,1261993,0,4,1996
7339,0,1261988,0,2,1996
7340,0,1262105,0,4,1997
7341,0,1262093,0,2,1997
7342,0,1262261,0,2,1998
7343,0,1262262,0,4,1998
7344,0,1262265,0,2,1999
7345,0,1262266,0,4,1999
7346,0,1262286,0,2,2000
7347,0,1262288,0,4,2000
7348,0,1262311,0,2,2001
7349,0,1262314,0,4,2001
7350,0,1262325,0,4,2002
7351,0,1262319,0,2,2002
7352,0,1262348,0,2,2003
7353,0,1262346,0,4,2003
7354,0,1262353,0,4,2004
7355,0,1262350,0,2,2004
7358,0,1262363,0,4,2005
7359,0,1262362,0,2,2005
7360,0,1262369,0,4,2006
7361,0,1262368,0,2,2006
7362,0,1262416,0,4,2007
7363,0,1262415,0,2,2007
7364,0,1262427,0,4,2008
7365,0,1262425,0,2,2008
7366,0,1262438,0,4,2009
7367,0,1262436,0,2,2009
7448,0,22648,0,3,2010
7451,0,1272015,0,2,646
7452,0,1272017,0,2,2012
7453,0,1272018,0,4,2012
7454,0,1272020,0,2,2011
7455,0,1272021,0,4,2011
7489,0,1280915,0,2,462
7492,0,1281059,0,2,465
7493,0,35790,0,2,462
7494,0,33094,0,2,465
7495,0,1281313,0,2,466
7496,0,1281390,0,2,464
7499,0,13390,0,2,464
7500,0,35790,0,2,2029
7501,0,1281394,0,2,2029
7502,0,1281399,0,2,461
7504,0,41650,0,2,442
7505,0,41670,0,2,442
7506,0,41676,0,3,421
7591,0,24436,0,2,476
7592,0,1285696,0,2,2030
7593,0,1285698,0,4,2030
7594,0,1286791,0,2,2031
7595,0,1286806,0,2,2032
7596,0,1286827,0,2,2033
7597,0,1286833,0,2,2034
7598,0,1286841,0,2,2035
7599,0,1286846,0,2,2036
7600,0,1286851,0,2,2037
7601,0,1286859,0,2,2038
7602,0,1286889,0,2,2039
7603,0,1286896,0,2,2040
7604,0,1286904,0,2,2041
7605,0,1286914,0,2,2042
7606,0,1286919,0,2,2043
7607,0,1286923,0,2,2044
7608,0,1286924,0,2,2045
7609,0,1286925,0,2,2046
7610,0,1287000,0,2,2047
7611,0,1287006,0,2,2049
7612,0,1287038,0,2,2048
7621,0,1289995,0,4,851
7622,0,1289995,0,4,852
7623,0,1290070,0,2,621
7624,0,1290077,0,4,621
7625,0,1290102,0,4,648
7626,0,1290117,0,2,648
7628,0,1290162,0,2,651
7629,0,1290170,0,4,651
7630,0,1290181,0,2,645
7631,0,1290187,0,4,663
7632,0,1290203,0,2,2069
7633,0,1290207,0,4,2069
7634,0,1290209,0,2,2068
7635,0,1290221,0,4,2068
7636,0,1290226,0,4,655
7637,0,1290227,0,4,654
7638,0,1290229,0,4,626
7639,0,1290230,0,2,626
7640,0,1290256,0,4,625
7641,0,1290259,0,2,625
7642,0,1290267,0,2,624
7643,0,1290271,0,4,624
7644,0,1290302,0,4,638
7645,0,1290301,0,2,638
7646,0,1290332,0,2,640
7647,0,1290333,0,2,639
7648,0,1290346,0,4,639
7649,0,1290354,0,2,632
7650,0,1290363,0,4,632
7651,0,1290375,0,4,633
7652,0,1290381,0,2,633
7653,0,1290394,0,4,631
7654,0,1290392,0,2,631
